Timestamp,Voltage(V),Current(A),Power_Consumption(kW),Reactive_Power(kVAR),Power_Factor,Solar_Power(kW),Wind_Power(kW),Grid_Supply(kW),Voltage_Fluctuation(%),Overload,Transformer_Fault,Temperature_C,Humidity(%),Electricity_Price(USD/kWh)
01-01-2024 5.15,228.8220830808055,5.608497970390314,1.32376463416581,0.16849075371734643,0.8360623319681754,28.776656042370714,21.45094176952681,9.877153424908924e-05,-3.5188060243862496,0,0,25.00432782382632,41.91704853359337,0.20584328618198353
01-01-2024 5.30,230.3878215014514,14.420326565800867,3.372348077490697,1.3312682025605171,0.9313377951825792,11.139571192905615,0.659924331927176,0.0019171357835358577,-4.7633549529254315,0,0,35.94288728539517,33.57767038563998,0.20282198679348856
01-01-2024 5.45,222.8395759207552,48.23243284927894,10.79345918440653,1.5507753595312062,0.907946677569885,27.903294595249896,27.978255547172168,0.0028845997609166594,-1.3327108837259098,0,0,36.40562203761082,37.15338215499412,0.43926983095914157
01-01-2024 6.00,227.37301212909156,36.72935976346618,8.298366766960452,3.0110128059481727,0.9406676090288982,26.001756372047645,21.006223604416434,0.00027010446631724883,-0.16121232403527788,0,0,28.23146201264702,71.51588099535313,0.23158789821534823
01-01-2024 6.15,230.59412856623936,35.91520885062794,8.273300321691002,1.758249064009729,0.9576142689832287,31.46051061888659,25.08297403115984,-0.002423362611631297,-4.44687795424372,0,0,17.93710584778471,49.72354935289947,0.15295447266690892
01-01-2024 6.30,224.24374094029224,35.05988640169511,7.769695166973222,3.0065671217769774,0.9297021754318998,4.313248808269398,29.7669358584351,-0.001328297659383907,-0.8963619634023069,0,0,12.996404488527437,28.107928301478637,0.1784332286572556
01-01-2024 6.45,231.89305552788187,10.690914108517228,2.5229046488125544,0.24205948209504596,0.9640022858836873,23.50700553466458,7.855293339696598,0.004663955640272789,3.8084077457811802,0,0,22.473405849844262,23.18895392358392,0.30556326065265144
01-01-2024 7.00,227.1097744821237,5.28129003066548,1.1936280550020248,0.3770089106320716,0.8423635375158728,13.604374527988323,20.80024658041571,0.0026952128862736675,3.764627365824472,0,0,27.618112276530994,31.437987726026368,0.2695249644108539
01-01-2024 7.15,228.56962336306194,24.935239208768092,5.677870535019696,2.2676577774070994,0.9797779800168693,28.15232924474601,1.783952325690319,-0.0022706587485475296,4.732888537044826,0,0,23.22182062806218,22.862567441648796,0.4338504683811866
01-01-2024 7.30,227.07852880379002,25.075509573761696,5.647758128866747,1.732209027756278,0.8476053468366598,37.52909787940625,28.11001877693708,0.001166396734645132,-1.0313432963987044,0,0,25.777657443201992,53.40382191702504,0.4121609653053687
01-01-2024 7.45,239.32332038633746,41.441133572990246,9.944405692056074,3.0944966772335936,0.8662694901607169,23.718024912776407,5.312471088180052,0.003072746011101438,-1.5789629791703528,0,0,35.912947368492816,40.63603895918922,0.40737373512843694
01-01-2024 8.00,229.93135239102241,13.134692295112005,3.025993045339454,0.9277251829931342,0.8243594020387441,22.49239224346551,17.195074172680403,0.006256654708421733,-3.7572781106098283,0,0,18.11560228590712,71.3535620502843,0.42155603335052494
01-01-2024 8.15,224.73140132911402,17.38035740454772,3.8804533465880797,1.5410388589511168,0.8354558889512774,7.427241988310372,13.520910945543484,-0.0025505345558762857,-3.164876775162707,0,0,16.637438577743296,51.589761195370585,0.35055542969582404
01-01-2024 8.30,234.12211993045094,8.686170828558673,2.0108639857668282,0.6135143088491971,0.9399535721324038,40.80838336087419,1.0343977748039945,0.0067129532673607505,4.771199996076829,0,0,32.84013095647244,32.00841354663638,0.13933624218270568
01-01-2024 8.45,223.8323565911369,23.13427840432963,5.193291019705304,1.2839910167947333,0.830072740244141,7.663247268104061,0.5890697750870136,-0.003908155872860203,-2.8701681226620908,0,0,36.918791233853874,59.997609425466024,0.1846331306612424
01-01-2024 9.00,231.09144377196245,16.720474101670536,3.8122358074239635,0.6595708761085447,0.9974347095746112,6.359040844380754,10.009732644757191,0.0006250727791376966,0.5231857603457067,0,0,35.627782475020375,33.871340133906266,0.09969548931607768
01-01-2024 9.15,220.25776173972292,16.775325569997147,3.7185799162043884,1.243739073968555,0.9879849604442339,38.60785473122019,4.18720874494991,0.003632388198361816,-0.03784911909903188,0,0,18.423006348941268,78.13819913250397,0.3171444524654679
01-01-2024 9.30,223.2263009976545,16.285893092155842,3.647155294355163,0.5514713326184213,0.8140372945107542,48.62094378688461,27.04501153685123,-0.0002169794918317554,-1.767732673921273,0,0,18.12235695965849,21.758520851791154,0.39630103886454104
01-01-2024 9.45,231.08084584197388,15.322703504836918,3.557144646563464,0.42421456097870563,0.9582116841363161,8.60076038326735,28.159706435450342,0.0031919568976201255,1.874504247962616,0,0,18.067358540791357,68.20906040172618,0.16637119458141938
01-01-2024 10.00,233.62758820208578,19.443269427255004,4.529346130132659,1.4972018448520603,0.8763637102373368,22.052267001317002,13.92195143613759,0.00043700369316142663,2.5563532739005534,0,0,11.984385536815767,68.79434779990589,0.10185942228032077
01-01-2024 10.15,230.8605030319384,29.23808173034791,6.687919530039187,1.4284609438189866,0.9624927515096801,2.8523035375598744,20.494345107662742,0.002819126710614011,0.3007864954622197,0,0,28.198843449806507,26.599709278852238,0.4451904068285348
01-01-2024 10.30,229.37216754566074,24.46753750748866,5.661369583598737,0.9324424286140051,0.8134272558557775,48.490702553563274,8.274952396143012,-0.010598954274893916,2.1394710780749446,0,0,12.759742287788201,37.272715183751636,0.3107818005638703
01-01-2024 10.45,228.4533323647901,8.064963585696436,1.7780592992964115,0.6099274873736272,0.9241303055028739,32.90523240901766,25.80709096873661,-0.00011770115029387744,0.9861898710406066,0,0,31.052093262332836,45.415956727554615,0.2031400734514406
01-01-2024 11.00,222.67792642421506,24.346073375095873,5.377906416105648,1.939434343360334,0.9437065737842247,42.18382569833144,15.34586945069607,-0.00021064072813983353,2.28458756404615,0,0,34.66727968843124,54.35475837925342,0.2505506394196958
01-01-2024 11.15,226.42835070374548,42.90843361897701,9.747389143842941,1.2773072796208764,0.9693362556445168,25.525439619985786,17.002553364987765,-0.001511636482400389,-1.1718190882442485,0,0,21.88796177711241,71.85484133322053,0.3665361486978819
01-01-2024 11.30,227.67132005124296,9.701712359261677,2.1814478946317792,0.49053633126312257,0.9788814847473618,35.20645608645496,9.12816180590351,-0.0023925553965189047,2.2483940130805675,0,0,31.79753682662993,63.690742975136466,0.47163409367642317
01-01-2024 11.45,235.30515502392296,47.32535297090807,11.148320603701233,1.2048136178707904,0.8021647879828614,23.546384412660654,4.61823033969102,-0.0021114059303013848,0.8620948465323285,0,0,24.015734490582233,74.28734479126597,0.4436384602024146
01-01-2024 12.00,231.6263434247378,18.893156427017328,4.40288583068534,1.5344932233730775,0.9486251654069349,23.267145402970833,29.51969347085293,0.004166243698958059,-4.8886155968782,0,0,17.241672726547346,29.469081088606437,0.33452858071206787
01-01-2024 12.15,221.19330913846218,5.658717984232324,1.2180559899280654,0.1308254238117324,0.8293898470277071,31.110627464138872,23.813367838207967,-0.002927794701891559,0.5925373236605225,0,0,14.37045184806248,78.37025949946114,0.17466077371912983
01-01-2024 12.30,231.5870977062629,16.1050227121545,3.7846241567165246,0.821292983860145,0.9063317020373866,35.79190489796996,4.284952962339869,-0.0026709146314277785,0.34878240359965296,0,0,20.681761025061913,62.19840658368229,0.3258760246716307
01-01-2024 12.45,228.1039785187688,8.22844539431726,1.76688429623724,0.6813810858918639,0.8740492637832652,44.0100373149688,27.89287889056817,0.0023155152270734488,-0.8389843367221606,0,0,28.282868434109435,29.88125704417176,0.1181571016550729
01-01-2024 13.00,226.7004430976583,30.58195293133748,6.91526200606141,1.9177232937346067,0.8446375054074668,34.87817810898612,0.35406400928229015,-0.005004766213375753,-3.2446313516261305,0,0,32.63948321549876,39.4584182938843,0.3800123200003792
01-01-2024 13.15,233.03728672311777,19.15123521292105,4.502973958688826,1.5254744950253802,0.8605044117440127,45.014275205703875,27.810100985711042,-0.001195315601405718,-0.8758575326513897,0,0,16.42565364346811,36.71372572983099,0.2209529116563954
01-01-2024 13.30,235.1160125568623,41.327549757567645,9.723471225468153,1.3591592023303756,0.852108575592996,11.454969762637196,24.668368526172607,-0.004299128202431997,0.961555007798899,0,0,28.41760341086681,78.96668694451822,0.1602528326512521
01-01-2024 13.45,234.59750193968046,37.99221791506554,8.89406617255644,1.1968125263993028,0.8446599064598482,12.935473259819632,11.12146121921795,-0.0025906055251309983,1.3764004685112576,0,0,22.558120562029934,76.65792910975003,0.17949186027097552
01-01-2024 14.00,225.8458252135643,25.89587943562073,5.906346313787308,1.2307514673899211,0.9310714115633315,11.61622343673235,2.621542500640631,0.007893398099847628,3.669753501249285,0,0,34.40003590149552,76.33554607536092,0.22490039599861794
01-01-2024 14.15,228.59344963311253,30.233374222602887,6.937527163950616,2.080812313753353,0.8691352366431427,5.306823500186032,24.504450074027524,-0.0003860149076361566,-3.9995839348028213,0,0,26.79938774459773,74.91477709763265,0.2811289950072225
01-01-2024 14.30,231.69893693093667,32.49120279092602,7.538046315774871,1.1215987618527792,0.9794208643130389,29.504377419746355,29.623682256407697,0.0030570185202325076,0.7675356118415464,0,1,39.2118556272323,44.72258194754811,0.3315664690551973
01-01-2024 14.45,234.86517065898002,17.095916897486134,3.998136783768665,0.4822190983350597,0.9087868950738808,19.734744011935998,20.138206168896307,-0.0018179093262923145,4.433638128239913,1,0,30.115457490356306,49.513690791738746,0.1127351429202457
01-01-2024 15.00,227.66549428554777,11.015308127110524,2.534373365684547,0.9986986803685268,0.9038248937153192,29.931378879232877,5.715486973722186,-0.0024862372536008865,-0.7394481566815001,0,0,11.137699628890973,25.608966600942527,0.23893284433180603
01-01-2024 15.15,229.01210172059473,22.08163504495308,5.027064528039262,0.9565511877024084,0.9841941291200014,26.135165666626598,9.298877372678584,-0.009444770499524581,0.4542210258514961,0,0,15.750298874249687,51.565011458249174,0.21156001924645057
01-01-2024 15.30,224.42432454884417,9.448065181871428,2.10693734042765,0.5909682371949576,0.9749355282338372,28.60393566088909,12.645228171218625,0.006101388371375074,4.109275513366167,0,0,13.603564956064266,24.218037116031475,0.2509078654381744
01-01-2024 15.45,224.02683563687228,19.115816656881538,4.362622728505497,1.276850780619826,0.8055154222496603,17.730267677102272,8.846472631086037,-0.0015826620776169735,-2.4835325673974356,0,0,27.18078269100906,57.63187410770714,0.3260920556748834
01-01-2024 16.00,233.98120027734183,29.990005116917892,6.986743187481784,0.7756873491661394,0.9219326560623022,9.780989586764637,17.348180288904388,-0.003933146422324127,-0.5978447678949645,1,0,10.403445797544114,40.20864928218655,0.4827069161770067
01-01-2024 16.15,236.77954620971457,29.124495738626106,6.922520962746582,1.8651031573381385,0.9218774045185306,34.01529255987584,24.888279738017765,0.005747689007458486,-1.7598280361207577,0,0,34.562064492657754,56.519785139320994,0.37751401562246956
01-01-2024 16.30,229.59523032171927,10.400751032800764,2.3773840610443235,0.3853314492890596,0.9851496336730294,35.411769587899165,21.189194945085923,-0.004586715238940469,-2.440981968968893,0,0,12.083276225546005,29.037408459202425,0.48180137977785503
01-01-2024 16.45,235.014424367241,5.201307626777242,1.2856296353130958,0.1593807505795257,0.941596118230982,46.77715133897927,14.922098622751864,0.009585571064748019,-0.32038518928933674,0,0,31.748788944057768,46.16742093932475,0.3946402599911415
01-01-2024 17.00,231.84315250087928,9.019240693080816,2.0693005017720933,0.4677956724946147,0.8888442107356994,13.160122184692472,25.380245238439905,0.00045378926856061517,-4.79234314930633,0,0,17.9397537425467,52.51981257318075,0.3968437549635113
01-01-2024 17.15,226.7614353403381,6.514346660624119,1.4807339560549946,0.4953457749476421,0.8108114986138216,41.89817930495586,28.22318094136739,0.0006392550421098891,2.51320396154783,0,0,24.0304499985108,44.94125202672578,0.12294839660033295
01-01-2024 17.30,231.755617364493,23.08517503039899,5.342361837197702,2.1138936433525948,0.8175234587437905,1.444093541399331,2.375016856472111,1.6293608790183027,0.13950702304508789,0,0,11.591287812847883,71.80262943443057,0.37006144071195085
01-01-2024 17.45,237.69228766714346,22.68685492490286,5.326667986790235,1.3229129095045946,0.8928173774748878,2.2698149360750883,4.672640769276782,0.0035542323037830114,3.240348718061822,0,0,26.72944132546966,59.87440605814682,0.13612975817011327
01-01-2024 18.00,229.7593274854451,15.747514130544353,3.643608304808082,1.3290988638059824,0.9972076066772019,32.48855647935783,19.748654816073252,-0.0032194806432000287,0.7873323301259727,0,0,23.555892025547912,47.124371473527894,0.47460309822236496
01-01-2024 18.15,237.7912011996653,14.720451697333088,3.490292105878594,1.3495562730517534,0.9979680352656193,8.619770509259624,24.926162750336648,0.0025897679930958948,2.311757223470673,0,0,13.953152114251017,23.028687831341202,0.2967237928266018
01-01-2024 18.30,216.90813065878447,22.726813268466522,4.971376415418167,1.143606574785129,0.8961832982009003,12.725841557181715,18.66530238935542,0.00022186309545990166,-0.15619589744234852,0,0,24.09475189199352,24.865156977463563,0.23400797051261019
01-01-2024 18.45,234.1214839828099,8.831391914794093,2.0712399269739272,0.28200892129242205,0.9771851399549621,43.37066958052875,6.614794161551506,0.00153648145188421,2.626471213680159,1,0,25.013137981617902,48.76166665653464,0.32118243486407133
01-01-2024 19.00,230.44295979362929,14.613127767241648,3.3390713428203753,0.6443177651951051,0.8426161085403928,31.863754277344782,15.969494052584379,-0.0006104731419669181,-2.931783781361278,0,0,12.181921119623784,50.09892166346696,0.33326943558528604
01-01-2024 19.15,228.51283220867478,23.383594574457902,5.273217124086378,1.1344723190905317,0.8638709621496116,41.86736405008451,3.6483152590975294,0.0027062064799714663,-4.7941147589022775,0,0,13.006778998968201,56.54046405885251,0.4163528670472235
01-01-2024 19.30,230.40524519944157,9.105059706028875,2.1443895539004827,0.5170908615854146,0.877015000543896,22.662416414570703,15.431996122220566,-0.003979987567083658,-2.058425851325507,0,0,22.62565305993212,55.13033516609901,0.23191516468575338
01-01-2024 19.45,220.0929227928723,42.617513675763334,9.43206587841171,2.769317225638635,0.9402496526658719,36.68407541350632,5.701811447975018,-0.0023127088082502923,0.14560213895668647,0,0,21.945123264095145,57.61717101788764,0.235582937512131
01-01-2024 20.00,228.81367010226484,35.67833317315947,8.084913298494016,2.383056559447163,0.9640959759485426,15.10670056625148,6.635475779555668,-0.007182169250089094,-2.7035247151947424,0,0,30.959781822487876,27.964128510095524,0.42706967448183736
01-01-2024 20.15,231.76454327315818,22.323859992225486,5.186163781244585,1.36835292573009,0.8787425974825451,7.948509421971124,16.633649437899862,-0.001051259610140368,0.574036471401962,0,0,12.425570104865193,27.456346450544615,0.27884896301494994
01-01-2024 20.30,237.3287040509524,11.793612318397425,2.7684330395504273,0.4545712987163519,0.8934000351405037,10.221067751561526,18.3246459602098,-0.0021596011178979715,1.834677574819648,0,0,30.809840680931647,75.83241812433175,0.14128469543201747
01-01-2024 20.45,227.42597926949944,13.82948235407395,3.0890801458785697,0.6556308580886357,0.8160048340950611,46.38714191439157,5.1390558028029565,0.005230062020146541,4.354598252222165,0,0,31.965386553884994,48.61638187468951,0.3595910680209443
01-01-2024 21.00,225.94848883128572,10.262617537140285,2.3626721863194624,0.5240267487641577,0.8549808276415485,28.826829400270555,15.776047523023776,0.0018771528275222668,-4.924841365971317,0,0,33.18985230163075,39.162121350550684,0.12151860075348289
01-01-2024 21.15,227.40820080686694,12.17709395836009,2.7823320129377285,0.8234088121657633,0.9589396526206831,10.184511358569171,26.266188684974832,-0.0025369963465268256,4.517453647728676,0,0,29.855964098665183,28.90104337088205,0.4267124877031234
01-01-2024 21.30,234.61849225770283,23.913053570255123,5.5939110290427445,0.7994613083301138,0.8082650831063906,9.854556332197154,6.096778626653099,-0.001996015971295398,0.9938364832569335,0,0,37.485994363225615,45.52718768881474,0.36216221356558276
01-01-2024 21.45,231.73601807354106,16.16781128066631,3.7510020111345286,0.6344052714646243,0.9511687668042993,32.7123153752706,10.985708446407104,0.0030513102613485294,-1.9496368070389924,0,0,36.35922478204149,31.670729253961692,0.2913873637041619
01-01-2024 22.00,227.35091697181863,44.97063646355058,10.160867145125145,1.866154657172999,0.9015514432575231,32.506058413093555,13.794234077677647,-0.004600497149954798,-0.011279107618007295,0,0,32.18120761795995,68.4980832302362,0.46379903566849107
01-01-2024 22.15,232.54063852286424,48.158166254650375,11.225250936773824,2.8485790772318946,0.8541847119580064,38.41893745544572,5.209101685133524,0.0008820189582732847,-2.4639877284435934,0,0,14.674894665593836,46.706772150115455,0.4863584339099208
01-01-2024 22.30,230.46215655035047,36.21899437611192,8.350128494915623,2.7189395886698886,0.8927209498831311,38.916504733744475,4.133704973904325,0.0026607421506011754,-4.155070806030772,0,0,29.872961557706336,78.07194914916525,0.10660854258631218
01-01-2024 22.45,234.8156801122425,41.284042280563824,9.695152040058165,3.4413686187100714,0.8917510558007435,5.586600610953604,26.30101724638713,-0.004381174711166662,1.5896375970733505,0,0,38.94224937245404,69.85596614060823,0.2925458605182439
01-01-2024 23.00,226.55314042286088,16.319196283141814,3.7262691238565395,1.1955124164985953,0.99524282549454,6.573478418597343,22.60860767487719,-0.000451839379081215,-0.3889659267749139,0,0,33.42708866225347,59.09137562368804,0.3109611556207284
01-01-2024 23.15,228.34136709555477,34.99635562045277,7.960625397498593,2.5923041113078438,0.9396918455003439,19.63141951329839,2.1160227789083748,0.007201019989053659,1.0695042337550869,0,0,26.406818235403126,59.364254134670745,0.24015457530553952
01-01-2024 23.30,228.07275365170008,7.566460752083313,1.7136016725956469,0.30155524607807505,0.8833858411630376,42.43093528038735,3.567861820603238,0.004791553715374777,-2.8137812538061593,0,0,17.37357529768955,79.64215881010345,0.42984495452620536
01-01-2024 23.45,222.5854361118941,48.22697247774353,10.744460010800859,3.9181422098467427,0.9865086218494652,0.7681084741986414,22.598488843788253,-0.0012595865049655082,-0.3627327872102931,0,0,36.345941130268464,54.37860133273195,0.11197718499318768
02-01-2024 0.00,231.51259659513727,35.09797112156595,8.099077031495794,0.93785433857001,0.9841719918558465,39.857389782613495,18.697761340057827,-0.00690794212643519,-1.065720474987117,0,0,33.554928029987565,59.565566491001746,0.25347953441483967
02-01-2024 0.15,231.24941743860097,19.23988599311594,4.449407076964659,1.1738681544916179,0.9023670684658325,4.36330927921855,14.988504396243021,-0.0017688282492967279,1.8937131601422954,0,0,17.727761415150646,29.346429643443525,0.22269182691230088
02-01-2024 0.30,229.98862555691315,39.741000089424766,9.136683133250934,1.1510756882999387,0.9873328953432015,38.72362751736804,17.562150924637454,-0.0036112797746995105,-3.2541701234186005,0,0,32.31449756805802,40.2593741458631,0.4869156982037273
02-01-2024 0.45,228.80846721722605,5.960248434894645,1.2726967883998284,0.3523304788595535,0.9237069252565658,6.46139221195663,1.059268205465026,-0.0023626059791790424,2.8564959683949644,0,0,30.34330884414838,39.76908512224831,0.16683920286797704
02-01-2024 1.00,222.9271180180273,21.60035845724323,4.904616441319886,0.5580020088304881,0.9453326277537176,46.638775908801264,7.8499104837612945,-0.006650665058061843,-4.9305163634120674,0,0,11.114940395097364,31.552340781595834,0.2321878837880829
02-01-2024 1.15,227.87785493278088,45.259827085620664,10.34635276853681,3.034905739677775,0.8925088434385937,32.393083963400755,20.490588881343033,-0.0008729061780746328,4.308224646458226,0,0,34.493699695596604,37.176571271342,0.2675204493326032
02-01-2024 1.30,228.2679988346048,17.02522062944399,3.828283792464481,0.418395277947546,0.9251183275582328,29.93707614276161,10.903730665059696,-0.0024202134196653832,-3.465660164693907,0,0,20.96932876729462,34.41442642636674,0.32849831720336603
02-01-2024 1.45,226.00394448334458,34.858248131017355,7.929251014007104,1.1801294583424418,0.8791355379567266,48.364594342235456,0.7085716492349066,0.00586475230540851,1.81998246856155,0,0,17.919537095975805,65.95498513477207,0.13074730747281257
02-01-2024 2.00,229.15035125846472,21.220686062166898,4.842515478154791,1.5947117879431967,0.8318250128780786,34.02954748678766,27.6177772185411,-0.003060795916042789,-2.8386921765957793,0,0,19.91593393186262,29.517428338485406,0.1753084618136524
02-01-2024 2.15,232.08387981857615,22.53946252827902,5.245293528950588,1.0169151834384282,0.8717240960296402,27.057779700633443,26.70628641324371,-0.003519223391390221,-1.719512448035815,0,1,18.50372520807911,60.38502779332004,0.17923572105511865
02-01-2024 2.30,239.43793192634413,38.40022977082961,9.235039367049946,3.3644754969745407,0.8796654969835207,49.63911360653393,24.8438137250361,0.003742491612196452,-2.0788152983807726,1,0,30.078743927749557,25.286700336054047,0.14179674164787207
02-01-2024 2.45,230.89050490273576,45.84380084191782,10.615635024496177,1.3809488210056327,0.9551434414841979,41.50169967453411,3.44950612769448,-0.0032296416024064005,1.2377460159173963,0,0,18.79524403257153,49.46351045830183,0.4913287882940088
02-01-2024 3.00,231.26714477671547,12.695935264613915,2.882162209870269,0.7547768252553454,0.8813008432378202,42.67165487836463,2.5093877273335625,-0.00190628441682121,4.5592429548582984,0,0,26.38757979043968,39.67059890628286,0.2476929069930373
02-01-2024 3.15,229.5963459439893,17.615801423818617,4.012408141588392,1.5088494890794668,0.8951280570079945,21.262213542119333,14.41547116831144,-0.0032141389563732897,3.3216075455135576,0,0,27.997937889552478,79.1192339165666,0.45634165498824336
02-01-2024 3.30,220.44710148089777,27.064102125785297,5.930772217577231,1.3261075435667182,0.9507677338773117,0.4266238915403958,1.2761810092308226,4.077875966532536,-2.72957878556162,0,0,15.80227367407019,58.81863015851989,0.2113676780346089
02-01-2024 3.45,229.8791311888899,32.88022544193859,7.519391881733514,1.5073295251883354,0.9067885994102737,26.985427396419766,0.9328623979766428,-0.003291653925298395,-0.22944062493109035,0,0,36.437656972437395,41.1615455594464,0.2061329487052872
02-01-2024 4.00,230.37454684644973,25.748095874664536,5.996663970074589,2.3467330621356006,0.8675371008057879,29.961009419048793,5.153162142031462,-0.002384661975044105,0.5095406689723213,0,0,16.11549382484128,74.43806980490966,0.2277447364414207
02-01-2024 4.15,242.36992037363538,41.15749701129289,10.040369055931631,2.2571017359429613,0.8021110446624004,0.8097909649106403,20.37126501067163,-0.006966590682966194,-4.1545575852407515,0,0,20.502946722405557,21.31153845774447,0.26931177491958275
02-01-2024 4.30,229.0268441059307,39.670802108418656,9.062340263178612,2.8183175248257766,0.9505034673785859,21.55670653081199,10.43599822748293,0.0033999734570378673,-0.4626047076331672,0,0,37.63967206488888,33.120051598791164,0.23428358179164538
02-01-2024 4.45,231.49382557176259,23.354890213057992,5.3516069757946925,2.0250130283394845,0.9842923100582331,17.31986104946204,20.26061222060451,-0.0023431826469081734,4.21410480024683,0,0,18.242624608793903,65.47358739145615,0.12793645603247647
